MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUEL,FUELCONSUMPTION_COMB,CO2EMISSIONS
2014,KIA,SEDONA,MINIVAN,3.5,6,A6,X,13.7,276
2014,KIA,SORENTO,SUV - SMALL,2.4,4,A6,X,11.8,237
2014,KIA,SORENTO,SUV - SMALL,3.3,6,A6,X,12.9,262
2014,KIA,SORENTO 4WD,SUV - SMALL,2.4,4,A6,X,12.3,253
2014,KIA,SORENTO 4WD,SUV - SMALL,3.3,6,A6,X,13.4,271
2014,KIA,SOUL,STATION WAGON - SMALL,1.6,4,A6,X,9.8,205
2014,KIA,SOUL,STATION WAGON - SMALL,1.6,4,M6,X,9.9,207
2014,KIA,SOUL,STATION WAGON - SMALL,2,4,A6,X,10.1,209
2014,KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,2,4,A6,X,9.7,202
2014,KIA,SPORTAGE,SUV - SMALL,2.4,4,A6,X,11.4,230
2014,KIA,SPORTAGE,SUV - SMALL,2.4,4,M6,X,12.9,260
2014,KIA,SPORTAGE AWD,SUV - SMALL,2,4,A6,X,12.7,262
2014,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,A6,X,12,246
2014,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,A7,Z,22.8,421
2014,LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10,A6,Z,18,361
2014,LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10,M6,Z,20.6,400
2014,LAND ROVER,LR2,SUV - SMALL,2,4,AS6,Z,13.5,274
2014,LAND ROVER,LR4,SUV - STANDARD,3,6,AS8,Z,16.3,334
2014,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2,4,AS9,Z,11.3,225
2014,LAND ROVER,RANGE ROVER EVOQUE COUPE,SUV - SMALL,2,4,AS9,Z,11.3,225
2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC,SUV - STANDARD,5,8,AS8,Z,18,354
2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,Z,17.2,347
2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,E,25,342
2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC,SUV - STANDARD,3,6,AS8,Z,14.2,285
2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3,6,AS8,Z,14.2,285
2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3,6,AS8,E,19.4,278
2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC,SUV - STANDARD,5,8,AS8,Z,17.3,345
2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,Z,16.6,338
2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,E,24,331
2014,LAND ROVER,RANGE ROVER V6 3.0 SC,SUV - STANDARD,3,6,AS8,Z,14.1,283
2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3,6,AS8,Z,14.1,283
2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3,6,AS8,E,19.4,277
2014,LAND ROVER,RANGE ROVER V8 5.0 SC,SUV - STANDARD,5,8,AS8,Z,18,354
2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,Z,17.2,347
2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,E,25,342
2014,LEXUS,CT 200h,COMPACT,1.8,4,AV,X,5.5,129
2014,LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.8,138
2014,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,11.3,221
2014,LEXUS,GS 350,MID-SIZE,3.5,6,AS8,Z,12.1,239
2014,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.5,253
2014,LEXUS,GS 450h,MID-SIZE,3.5,6,AV8,Z,7.7,175
2014,LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,15.7,320
2014,LEXUS,IS 250,COMPACT,2.5,6,AS6,Z,11.2,223
2014,LEXUS,IS 250 AWD,COMPACT,2.5,6,AS6,Z,11.8,239
2014,LEXUS,IS 250 C,SUBCOMPACT,2.5,6,AS6,Z,11.2,223
2014,LEXUS,IS 350,COMPACT,3.5,6,AS8,Z,12.2,244
2014,LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.5,253
2014,LEXUS,IS 350 C,SUBCOMPACT,3.5,6,AS6,Z,12.1,244
2014,LEXUS,IS F,SUBCOMPACT,5,8,AS8,Z,14.6,290
2014,LEXUS,LS 460,MID-SIZE,4.6,8,AS8,Z,14.5,283
2014,LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,15.1,297
2014,LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,15.1,297
2014,LEXUS,LS 600h L,MID-SIZE,5,8,AV8,Z,12,262
2014,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS6,Z,18.8,380
2014,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS6,X,13.3,269
2014,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.7,255
2014,LEXUS,RX 450h AWD,SUV - SMALL,3.5,6,AV6,Z,7.9,189
2014,LINCOLN,MKS AWD,FULL-SIZE,3.5,6,AS6,X,13.7,271
2014,LINCOLN,MKS AWD,FULL-SIZE,3.7,6,AS6,X,13.1,260
2014,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,294
2014,LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2,4,AS6,X,11.5,235
2014,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14,281
2014,LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS6,X,13.7,281
2014,LINCOLN,MKZ,MID-SIZE,2,4,AS6,X,10.5,207
2014,LINCOLN,MKZ AWD,MID-SIZE,3.7,6,AS6,X,13.1,262
2014,LINCOLN,MKZ HYBRID,MID-SIZE,2,4,AV,X,6.2,145
2014,LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8,A6,X,18.2,368
2014,LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8,A6,E,24.5,346
2014,MASERATI,GHIBLI,MID-SIZE,3,6,AS8,Z,15.2,292
2014,MASERATI,GHIBLI AWD,MID-SIZE,3,6,AS8,Z,15.2,292
2014,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,347
2014,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Z,18.2,352
2014,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,17.6,334
2014,MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3,6,AS8,Z,15.9,301
2014,MAZDA,CX-5,SUV - SMALL,2,4,AS6,X,8.9,189
2014,MAZDA,CX-5,SUV - SMALL,2,4,M6,X,9,184
2014,MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.6,198
2014,MAZDA,CX-5 4WD,SUV - SMALL,2,4,AS6,X,9.3,196
2014,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,9.8,205
2014,MAZDA,CX-9,SUV - SMALL,3.7,6,AS6,X,14.2,283
2014,MAZDA,CX-9 4WD,SUV - SMALL,3.7,6,AS6,X,14.3,290
2014,MAZDA,MAZDA2,COMPACT,1.5,4,A4,X,8.4,177
2014,MAZDA,MAZDA2,COMPACT,1.5,4,M5,X,8,170
2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,AS6,X,7.9,159
2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,M6,X,8,161
2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.4,170
2014,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,8.3,168
2014,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2,4,M6,X,8,161
2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2,4,AS6,X,8,163
2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2,4,M6,X,8.2,166
2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,8.7,177
2014,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.2,168
2014,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2,4,M6,X,8.2,166
2014,MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8,223
2014,MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,225
2014,MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,8.8,175
2014,MAZDA,MAZDA6,MID-SIZE,2.5,4,M6,X,9.4,186
2014,MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.4,168
2014,MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,11.5,235
2014,MAZDA,MX-5,TWO-SEATER,2,4,M5,Z,10.5,221
2014,MAZDA,MX-5,TWO-SEATER,2,4,M6,Z,11.1,228
2014,MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2,4,AS7,Z,9.2,184
2014,MERCEDES-BENZ,C 250,COMPACT,1.8,4,AS7,Z,10.9,216
2014,MERCEDES-BENZ,C 250 COUPE,SUBCOMPACT,1.8,4,AS7,Z,11,216
2014,MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6,AS7,Z,12.2,242
2014,MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6,AS7,E,16.4,224
2014,MERCEDES-BENZ,C 350,COMPACT,3.5,6,AS7,Z,12,242
2014,MERCEDES-BENZ,C 350 4MATIC,COMPACT,3.5,6,AS7,Z,11.9,239
2014,MERCEDES-BENZ,C 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS7,Z,12.1,244
2014,MERCEDES-BENZ,C 350 COUPE,SUBCOMPACT,3.5,6,AS7,Z,12.1,242
2014,MERCEDES-BENZ,C 63 AMG,COMPACT,6.2,8,AS7,Z,17.7,347
2014,MERCEDES-BENZ,C 63 AMG COUPE,SUBCOMPACT,6.2,8,AS7,Z,17.9,352
2014,MERCEDES-BENZ,CL 550 4MATIC,COMPACT,4.7,8,AS7,Z,15.4,304
2014,MERCEDES-BENZ,CL 63 AMG,COMPACT,5.5,8,AS7,Z,15.4,308
2014,MERCEDES-BENZ,CLA 250,COMPACT,2,4,AS7,Z,9.1,179
2014,MERCEDES-BENZ,CLA 45 AMG 4MATIC,COMPACT,2,4,AS7,Z,10.3,212
2014,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,AS7,Z,13.3,264
2014,MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,301
2014,MERCEDES-BENZ,CLS 63 AMG S 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,301
2014,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4,AS7,D,8.5,194
2014,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.8,235
2014,MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.6,230
2014,MERCEDES-BENZ,E 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS7,Z,11.9,239
2014,MERCEDES-BENZ,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,AS7,Z,12.1,242
2014,MERCEDES-BENZ,E 350 CABRIOLET,SUBCOMPACT,3.5,6,AS7,Z,12,239
2014,MERCEDES-BENZ,E 350 COUPE,SUBCOMPACT,3.5,6,AS7,Z,11.9,235
2014,MERCEDES-BENZ,E 400 HYBRID,MID-SIZE,3.5,6,AS7,Z,9.6,202
2014,MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,8,AS7,Z,13.6,267
2014,MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS7,Z,13.7,269
2014,MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,AS7,Z,13.4,262
2014,MERCEDES-BENZ,E 63 AMG 4MATIC,MID-SIZE,5.5,8,AS7,Z,15,297
2014,MERCEDES-BENZ,E 63 AMG 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.5,310
2014,MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,8,AS7,Z,15,297
2014,MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.5,310
2014,MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,8,AS7,Z,20,419
2014,MERCEDES-BENZ,G 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,19.4,407
2014,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3,6,AS7,D,13.4,324
2014,MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.1,350
2014,MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.6,359
2014,MERCEDES-BENZ,GL 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,17.7,363
2014,MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,4,AS7,D,9.6,230
2014,MERCEDES-BENZ,GLK 350 4MATIC,SUV - SMALL,3.5,6,AS7,Z,12.6,260
2014,MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS7,Z,13.4,278
2014,MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS7,E,17.8,256
2014,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3,6,AS7,D,11.8,278
2014,MERCEDES-BENZ,ML 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,16.2,327
2014,MERCEDES-BENZ,ML 63 AMG 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.2,356
2014,MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,AS7,Z,14.3,278
2014,MERCEDES-BENZ,S 550 4MATIC SWB,FULL-SIZE,4.7,8,AS7,Z,14.2,276
2014,MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,5.5,8,AS7,Z,15.6,304
2014,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,AS7,Z,13.4,269
2014,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,5.5,8,AS7,Z,14.8,292
2014,MERCEDES-BENZ,SL 65 AMG,TWO-SEATER,6,8,AS7,Z,16.7,327
2014,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,AS7,Z,10.3,205
2014,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,M6,Z,10.4,207
2014,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,AS7,Z,11.1,225
2014,MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.5,8,AS7,Z,12.3,246
2014,MERCEDES-BENZ,SLS AMG BLACK SERIES COUPE,TWO-SEATER,6.2,8,AS7,Z,18.7,380
2014,MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,6.2,8,AS7,Z,18.2,361
2014,MERCEDES-BENZ,SLS AMG ROADSTER,TWO-SEATER,6.2,8,AS7,Z,18.2,361
2014,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,8.7,179
2014,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,8.6,179
2014,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,8.7,179
2014,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,8.6,179
2014,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,A6,Z,9.4,200
2014,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,M6,Z,8.6,179
2014,MINI,COOPER COUPE,TWO-SEATER,1.6,4,A6,Z,8.5,175
2014,MINI,COOPER COUPE,TWO-SEATER,1.6,4,M6,Z,8,168
2014,MINI,COOPER PACEMAN,COMPACT,1.6,4,A6,Z,9.4,200
2014,MINI,COOPER PACEMAN,COMPACT,1.6,4,M6,Z,8.6,179
2014,MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,A6,Z,8.7,179
2014,MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,M6,Z,8.6,179
2014,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.3,191
2014,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,9.1,184
2014,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.3,191
2014,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,9.1,184
2014,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10,207
2014,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,196
2014,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,A6,Z,9.3,191
2014,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,M6,Z,9.1,184
2014,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10,207
2014,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,196
2014,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3,191
2014,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,M6,Z,9.1,184
2014,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.3,191
2014,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,9.1,184
2014,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.3,191
2014,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,9.1,184
2014,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10,207
2014,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,196
2014,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,A6,Z,9.3,191
2014,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,M6,Z,9.1,184
2014,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10,207
2014,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,196
2014,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3,191
2014,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,M6,Z,9.1,184
2014,MITSUBISHI,LANCER,COMPACT,2,4,AV6,X,9.2,189
2014,MITSUBISHI,LANCER,COMPACT,2,4,M5,X,9.6,191
2014,MITSUBISHI,LANCER AWD,COMPACT,2.4,4,AV6,X,10.5,218
2014,MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,AM6,Z,14.2,288
2014,MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,M5,Z,14,283
2014,MITSUBISHI,LANCER RALLIART,COMPACT,2,4,AM6,Z,13.4,267
2014,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,AV6,X,9.6,198
2014,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,M5,X,9.8,198
2014,MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,138
2014,MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7,147
2014,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,9.5,198
2014,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.9,209
2014,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3,6,AS6,Z,11.5,235
2014,MITSUBISHI,RVR,SUV - SMALL,2,4,AV6,X,9.6,200
2014,MITSUBISHI,RVR,SUV - SMALL,2,4,M5,X,9.9,202
2014,MITSUBISHI,RVR 4WD,SUV - SMALL,2,4,AV6,X,9.8,207
2014,NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,253
2014,NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,264
2014,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13,262
2014,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.5,269
2014,NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,175
2014,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,10.8,214
2014,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,A5,X,19.1,380
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7,283
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2,260
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4,6,A5,X,14.7,292
2014,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,15.7,315
2014,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,14.8,301
2014,NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.5,297
2014,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV,Z,8.7,186
2014,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,9.5,198
2014,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV,Z,9.3,200
2014,NISSAN,MAXIMA,MID-SIZE,3.5,6,AV,Z,12.3,251
2014,NISSAN,MURANO AWD,SUV - SMALL,3.5,6,AV,X,13.2,271
2014,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2,4,AV,X,10,214
2014,NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,12,244
2014,NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.3,253
2014,NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,4,AV,X,9.1,202
2014,NISSAN,QUEST,MINIVAN,3.5,6,AV,X,12.5,255
2014,NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,191
2014,NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.5,198
2014,NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,7.8,161
2014,NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,8.7,179
2014,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,17.9,359
2014,NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,A5,X,19.7,398
2014,NISSAN,VERSA,COMPACT,1.6,4,AV,X,7.2,152
2014,NISSAN,VERSA,COMPACT,1.6,4,M5,X,8.6,177
2014,NISSAN,XTERRA 4WD,SUV - SMALL,4,6,A5,X,16.1,327
2014,NISSAN,XTERRA 4WD,SUV - SMALL,4,6,M6,X,15.2,315
2014,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AM7,Z,11.6,232
2014,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M7,Z,12.5,246
2014,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Z,11.8,237
2014,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,M7,Z,12.4,246
2014,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,12,242
2014,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.6,253
2014,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,12.3,248
2014,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M7,Z,12.8,253
2014,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.7,253
2014,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.9,258
2014,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.6,232
2014,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.4,246
2014,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,12.1,244
2014,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M7,Z,12.6,248
2014,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.4,246
2014,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.6,251
2014,PORSCHE,911 GT3,TWO-SEATER,3.8,6,AM7,Z,16,322
2014,PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,13.7,274
2014,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,274
2014,PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,13.7,274
2014,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,274
2014,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,10.7,212
2014,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Z,11.5,228
2014,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3,225
2014,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,11.9,239
2014,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,13.6,276
2014,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,M6,Z,15.8,313
2014,PORSCHE,CAYENNE DIESEL,SUV - STANDARD,3,6,A8,D,12.2,281
2014,PORSCHE,CAYENNE GTS,SUV - STANDARD,4.8,8,A8,Z,15.9,320
2014,PORSCHE,CAYENNE S,SUV - STANDARD,4.8,8,A8,Z,15,299
2014,PORSCHE,CAYENNE S HYBRID,SUV - STANDARD,3,6,A8,Z,11.8,251
2014,PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,15.9,315
2014,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Z,10.7,212
2014,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M6,Z,11.5,228
2014,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM7,Z,11.3,225
2014,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Z,11.9,239
2014,PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,251
2014,PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,13.1,255
2014,PORSCHE,PANAMERA 4S,FULL-SIZE,3,6,AM7,Z,13.4,260
2014,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3,6,AM7,Z,13.7,264
2014,PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,15.1,292
2014,PORSCHE,PANAMERA S,FULL-SIZE,3,6,AM7,Z,13.4,260
2014,PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM7,Z,15.3,294
